transacao_id;produto_id;usuario_id;data_hora_transacao;quantidade;valor_unitario_pre_venda;valor_unitario_pos_venda;valor_total_pos_venda;valor_total_pre_venda;discount_value
14256334;36718;604679;2018/08/22 09:32;2;13,29;13,29;26,58;26,58;0,00
14256334;73278;604679;2018/08/22 09:32;1;21,27;21,27;21,27;21,27;0,00
14256334;91366;604679;2018/08/22 09:32;1;12,59;12,59;12,59;12,59;0,00
14256484;70463;18496;2018/08/22 09:38;1;18,40;18,40;18,40;18,40;0,00
14256523;73589;604679;2018/08/22 09:39;3;1,50;1,50;4,50;4,50;0,00
14256617;71547;604767;2018/08/22 09:43;1;27,99;20,99;20,99;27,99;7,00
14256617;73278;604767;2018/08/22 09:43;1;21,27;21,27;21,27;21,27;0,00
14256617;91366;604767;2018/08/22 09:43;1;12,59;12,59;12,59;12,59;0,00
14256617;91366;604767;2018/08/22 09:43;1;13,99;12,59;12,59;13,99;1,40
14256622;26648;605569;2018/08/22 09:43;1;24,49;19,36;19,36;24,49;5,13
14256622;73278;605569;2018/08/22 09:43;1;21,27;21,27;21,27;21,27;0,00
14256622;91013;605569;2018/08/22 09:43;1;15,39;15,39;15,39;15,39;0,00
14256622;91365;605569;2018/08/22 09:43;1;13,99;12,46;12,46;13,99;1,53
14256622;91421;605569;2018/08/22 09:43;1;12,56;12,56;12,56;12,56;0,00
14256622;91431;605569;2018/08/22 09:43;1;15,39;15,39;15,39;15,39;0,00
14256732;17856;606429;2018/08/22 09:48;1;27,99;27,99;27,99;27,99;0,00
14256732;18935;606429;2018/08/22 09:48;1;16,88;16,88;16,88;16,88;0,00
14256732;25911;606429;2018/08/22 09:48;1;13,99;12,17;12,17;13,99;1,82
14256732;26606;606429;2018/08/22 09:48;1;19,59;18,37;18,37;19,59;1,22
14256732;27491;606429;2018/08/22 09:48;1;13,75;13,75;13,75;13,75;0,00
14256732;91366;606429;2018/08/22 09:48;1;13,99;12,59;12,59;13,99;1,40
14256803;17633;223180;2018/08/22 09:51;2;17,48;17,48;34,96;34,96;0,00
14256803;18940;223180;2018/08/22 09:51;1;22,39;22,39;22,39;22,39;0,00
14256803;19086;223180;2018/08/22 09:51;1;22,39;22,39;22,39;22,39;0,00
14256803;26656;223180;2018/08/22 09:51;1;65,66;65,66;65,66;65,66;0,00
14256803;26943;223180;2018/08/22 09:51;1;69,99;69,63;69,63;69,99;0,36
14256803;29796;223180;2018/08/22 09:51;1;26,80;26,80;26,80;26,80;0,00
14256803;72427;223180;2018/08/22 09:51;1;33,59;33,21;33,21;33,59;0,38
14256803;73278;223180;2018/08/22 09:51;1;21,27;21,27;21,27;21,27;0,00
14256803;73587;223180;2018/08/22 09:51;1;18,95;18,95;18,95;18,95;0,00
14256803;73588;223180;2018/08/22 09:51;1;17,55;17,55;17,55;17,55;0,00
14256831;71158;606794;2018/08/22 09:52;1;50,09;50,09;50,09;50,09;0,00
14256831;72015;606794;2018/08/22 09:52;1;30,79;30,79;30,79;30,79;0,00
14256831;72312;606794;2018/08/22 09:52;1;28,69;28,66;28,66;28,69;0,03
14256831;72329;606794;2018/08/22 09:52;1;26,59;26,59;26,59;26,59;0,00
14256831;72932;606794;2018/08/22 09:52;1;62,93;62,70;62,70;62,93;0,23
14256934;29319;332680;2018/08/22 09:57;2;27,50;27,50;55,00;55,00;0,00
14256934;29824;332680;2018/08/22 09:57;2;17,98;17,98;35,97;35,97;0,00
14267249;15276;440694;2018/08/22 15:44;2;69,93;69,93;139,86;139,86;0,00
14267249;15436;440694;2018/08/22 15:44;1;13,99;11,68;11,68;13,99;2,31
14267249;16490;440694;2018/08/22 15:44;1;11,89;11,42;11,42;11,89;0,47
14267249;17816;440694;2018/08/22 15:44;1;11,66;11,66;11,66;11,66;0,00
14267249;17816;440694;2018/08/22 15:44;1;11,66;11,66;11,66;11,66;0,00
14267249;17816;440694;2018/08/22 15:44;1;14,00;11,66;11,66;14,00;2,34
14267249;22496;440694;2018/08/22 15:44;1;18,19;18,19;18,19;18,19;0,00
14267249;23980;440694;2018/08/22 15:44;1;76,93;51,60;51,60;76,93;25,33
14267249;24047;440694;2018/08/22 15:44;1;15,98;15,98;15,98;15,98;0,00
14267249;25921;440694;2018/08/22 15:44;1;27,99;27,74;27,74;27,99;0,25
14267249;26787;440694;2018/08/22 15:44;1;48,99;39,51;39,51;48,99;9,48
14267249;29008;440694;2018/08/22 15:44;1;27,99;19,13;19,13;27,99;8,86
14267249;29212;440694;2018/08/22 15:44;1;13,99;13,38;13,38;13,99;0,61
14267249;29672;440694;2018/08/22 15:44;1;76,93;67,65;67,65;76,93;9,28
14267249;29794;440694;2018/08/22 15:44;1;15,39;15,30;15,30;15,39;0,09
14267249;29796;440694;2018/08/22 15:44;1;26,80;26,80;26,80;26,80;0,00
14267249;71960;440694;2018/08/22 15:44;1;25,19;23,88;23,88;25,19;1,31
14267249;71963;440694;2018/08/22 15:44;1;25,19;23,92;23,92;25,19;1,27
14267249;71964;440694;2018/08/22 15:44;1;25,19;24,59;24,59;25,19;0,60
14267249;71965;440694;2018/08/22 15:44;1;25,19;23,75;23,75;25,19;1,44
14267249;72258;440694;2018/08/22 15:44;1;13,99;13,99;13,99;13,99;0,00
14267249;72493;440694;2018/08/22 15:44;1;14,78;14,78;14,78;14,78;0,00
14267249;73278;440694;2018/08/22 15:44;1;21,27;21,27;21,27;21,27;0,00
14267249;91366;440694;2018/08/22 15:44;1;12,59;12,59;12,59;12,59;0,00
14267502;16279;607041;2018/08/22 15:52;1;11,89;11,47;11,47;11,89;0,42
14267502;18937;607041;2018/08/22 15:52;1;33,59;33,59;33,59;33,59;0,00
14267502;19086;607041;2018/08/22 15:52;1;22,39;22,39;22,39;22,39;0,00
14267502;70380;607041;2018/08/22 15:52;1;49,97;49,97;49,97;49,97;0,00
14267502;71158;607041;2018/08/22 15:52;1;50,09;50,09;50,09;50,09;0,00
14281001;18159;223180;2018/08/23 09:22;1;35,58;35,58;35,58;35,58;0,00
14281001;19123;223180;2018/08/23 09:22;2;0,00;0,00;0,00;0,00;0,00
14281001;20810;223180;2018/08/23 09:22;1;1,70;1,70;1,70;1,70;0,00
14281001;27075;223180;2018/08/23 09:22;1;17,50;17,50;17,50;17,50;0,00
14281001;27075;223180;2018/08/23 09:22;1;18,08;17,50;17,50;18,08;0,59
14281001;36892;223180;2018/08/23 09:22;3;0,00;0,00;0,00;0,00;0,00
14281001;42606;223180;2018/08/23 09:22;6;13,17;13,17;79,04;79,04;0,00
14281001;72426;223180;2018/08/23 09:22;1;16,79;16,22;16,22;16,79;0,57
14281001;72427;223180;2018/08/23 09:22;1;33,59;33,21;33,21;33,59;0,38
14281001;72833;223180;2018/08/23 09:22;1;20,99;19,13;19,13;20,99;1,86
14281001;72834;223180;2018/08/23 09:22;1;20,99;19,19;19,19;20,99;1,80
14281001;73587;223180;2018/08/23 09:22;1;19,59;18,95;18,95;19,59;0,64
14281001;73588;223180;2018/08/23 09:22;1;18,19;17,55;17,55;18,19;0,64
14281076;17647;609487;2018/08/23 09:26;2;15,39;15,39;30,78;30,78;0,00
14281076;17665;609487;2018/08/23 09:26;2;15,39;15,39;30,78;30,78;0,00
14281076;17856;609487;2018/08/23 09:26;1;27,99;27,99;27,99;27,99;0,00
14281076;20753;609487;2018/08/23 09:26;2;63,00;63,00;126,01;126,01;0,00
14281076;23851;609487;2018/08/23 09:26;2;15,39;15,39;30,78;30,78;0,00
14281076;27490;609487;2018/08/23 09:26;2;15,39;13,12;26,24;30,78;4,54
14281212;72834;223180;2018/08/23 09:32;1;20,99;19,19;19,19;20,99;1,80
14281640;15429;297266;2018/08/23 09:51;2;16,09;16,09;32,18;32,18;0,00
14281640;15436;297266;2018/08/23 09:51;1;11,68;11,68;11,68;11,68;0,00
14281640;15443;297266;2018/08/23 09:51;1;11,83;11,83;11,83;11,83;0,00
14281640;17787;297266;2018/08/23 09:51;1;46,89;32,81;32,81;46,89;14,08
14281640;25912;297266;2018/08/23 09:51;1;11,33;11,33;11,33;11,33;0,00
14281640;26870;297266;2018/08/23 09:51;1;12,59;10,84;10,84;12,59;1,75
14281640;29753;297266;2018/08/23 09:51;1;41,99;37,86;37,86;41,99;4,13
14281640;72833;297266;2018/08/23 09:51;3;19,13;19,13;57,38;57,38;0,00
14281640;72834;297266;2018/08/23 09:51;3;19,19;19,19;57,57;57,57;0,00
14281640;73226;297266;2018/08/23 09:51;2;31,49;31,49;62,98;62,98;0,00
14281671;21186;610122;2018/08/23 09:52;1;34,99;34,51;34,51;34,99;0,48
14281671;70469;610122;2018/08/23 09:52;5;11,19;11,19;55,95;55,95;0,00
14281671;72492;610122;2018/08/23 09:52;6;18,19;14,67;88,03;109,14;21,11
14281671;72656;610122;2018/08/23 09:52;2;34,99;34,35;68,70;69,98;1,28
14281671;73481;610122;2018/08/23 09:52;1;34,99;34,99;34,99;34,99;0,00
14281792;18843;611053;2018/08/23 09:57;1;23,79;22,76;22,76;23,79;1,03
14281792;19084;611053;2018/08/23 09:57;1;18,19;17,50;17,50;18,19;0,69
14281792;19091;611053;2018/08/23 09:57;1;32,19;32,19;32,19;32,19;0,00
14281792;26563;611053;2018/08/23 09:57;1;55,93;55,93;55,93;55,93;0,00
14281792;27490;611053;2018/08/23 09:57;1;15,39;13,12;13,12;15,39;2,27
14281792;29672;611053;2018/08/23 09:57;1;67,65;67,65;67,65;67,65;0,00
14281792;72831;611053;2018/08/23 09:57;1;10,49;10,49;10,49;10,49;0,00
14281792;72850;611053;2018/08/23 09:57;1;17,49;17,49;17,49;17,49;0,00
14281792;73893;611053;2018/08/23 09:57;3;17,49;16,76;50,29;52,47;2,18
14281963;25921;611673;2018/08/23 10:04;1;34,99;27,74;27,74;34,99;7,25
14281963;26408;611673;2018/08/23 10:04;1;34,97;34,97;34,97;34,97;0,00
14281963;26408;611673;2018/08/23 10:04;1;50,70;34,97;34,97;50,70;15,74
14281963;29577;611673;2018/08/23 10:04;1;19,59;15,09;15,09;19,59;4,50
14281963;29839;611673;2018/08/23 10:04;1;15,39;13,68;13,68;15,39;1,71
14281963;70989;611673;2018/08/23 10:04;2;25,19;22,74;45,48;50,38;4,90
14281963;71441;611673;2018/08/23 10:04;1;15,39;13,32;13,32;15,39;2,07
14281963;72539;611673;2018/08/23 10:04;1;25,19;21,05;21,05;25,19;4,14
14281963;73233;611673;2018/08/23 10:04;1;17,49;17,49;17,49;17,49;0,00
14282147;15436;612522;2018/08/23 10:12;2;11,68;11,68;23,37;23,37;0,00
14282147;15443;612522;2018/08/23 10:12;1;11,83;11,83;11,83;11,83;0,00
14282147;18159;612522;2018/08/23 10:12;1;35,58;35,58;35,58;35,58;0,00
14282147;22494;612522;2018/08/23 10:12;1;19,59;14,54;14,54;19,59;5,05
14282147;24043;612522;2018/08/23 10:12;1;15,43;15,43;15,43;15,43;0,00
14282147;25911;612522;2018/08/23 10:12;1;12,17;12,17;12,17;12,17;0,00
14282147;29147;612522;2018/08/23 10:12;1;24,25;24,25;24,25;24,25;0,00
14282147;29147;612522;2018/08/23 10:12;1;24,25;24,25;24,25;24,25;0,00
14282147;29147;612522;2018/08/23 10:12;1;24,25;24,25;24,25;24,25;0,00
14282147;29147;612522;2018/08/23 10:12;1;24,25;24,25;24,25;24,25;0,00
14282147;29147;612522;2018/08/23 10:12;1;24,25;24,25;24,25;24,25;0,00
14282147;29147;612522;2018/08/23 10:12;1;24,25;24,25;24,25;24,25;0,00
14282147;29147;612522;2018/08/23 10:12;1;35,15;24,25;24,25;35,15;10,90
14282147;29147;612522;2018/08/23 10:12;1;56,29;24,25;24,25;56,29;32,04
14282147;72479;612522;2018/08/23 10:12;1;33,38;33,38;33,38;33,38;0,00
14282147;73386;612522;2018/08/23 10:12;1;15,81;15,81;15,81;15,81;0,00
14282147;73889;612522;2018/08/23 10:12;1;16,09;16,09;16,09;16,09;0,00
14282369;15440;612746;2018/08/23 10:19;1;11,96;11,96;11,96;11,96;0,00
14282369;18841;612746;2018/08/23 10:19;1;21,69;21,69;21,69;21,69;0,00
14282369;22745;612746;2018/08/23 10:19;1;18,22;18,22;18,22;18,22;0,00
14282369;24016;612746;2018/08/23 10:19;1;33,59;30,79;30,79;33,59;2,80
14282369;24043;612746;2018/08/23 10:19;3;15,43;15,43;46,30;46,30;0,00
14282369;25884;612746;2018/08/23 10:19;1;17,32;17,32;17,32;17,32;0,00
14282369;29494;612746;2018/08/23 10:19;1;43,39;33,33;33,33;43,39;10,06
14282369;29603;612746;2018/08/23 10:19;1;43,39;33,00;33,00;43,39;10,39
14282369;29792;612746;2018/08/23 10:19;1;27,99;20,85;20,85;27,99;7,14
14282369;70076;612746;2018/08/23 10:19;1;13,16;13,16;13,16;13,16;0,00
14282369;70699;612746;2018/08/23 10:19;1;34,99;30,81;30,81;34,99;4,18
14282369;72427;612746;2018/08/23 10:19;1;33,59;33,21;33,21;33,59;0,38
14282369;73889;612746;2018/08/23 10:19;2;16,09;16,09;32,18;32,18;0,00
14282369;73893;612746;2018/08/23 10:19;2;17,49;16,76;33,52;34,98;1,46
14282749;18159;613039;2018/08/23 10:33;1;35,58;35,58;35,58;35,58;0,00
14282749;22641;613039;2018/08/23 10:33;1;34,99;30,98;30,98;34,99;4,01
14282749;27075;613039;2018/08/23 10:33;1;17,50;17,50;17,50;17,50;0,00
14282749;27075;613039;2018/08/23 10:33;1;18,08;17,50;17,50;18,08;0,59
14282749;70451;613039;2018/08/23 10:33;1;32,19;32,19;32,19;32,19;0,00
14282749;70699;613039;2018/08/23 10:33;4;34,99;30,81;123,23;139,96;16,73
14282749;71271;613039;2018/08/23 10:33;4;28,01;28,01;112,04;112,04;0,00
14282749;72427;613039;2018/08/23 10:33;1;33,59;33,21;33,21;33,59;0,38
14282749;72468;613039;2018/08/23 10:33;1;18,09;18,09;18,09;18,09;0,00
14282749;72479;613039;2018/08/23 10:33;1;33,38;33,38;33,38;33,38;0,00
14282749;72833;613039;2018/08/23 10:33;1;20,99;19,13;19,13;20,99;1,86
14282749;91016;613039;2018/08/23 10:33;1;15,39;15,28;15,28;15,39;0,11
14282982;17838;122646;2018/08/23 10:40;2;11,66;11,66;23,32;23,32;0,00
14282982;17838;122646;2018/08/23 10:40;2;17,14;11,66;23,32;34,28;10,96
14282982;17838;122646;2018/08/23 10:40;2;17,49;11,66;23,32;34,98;11,66
14282982;27075;122646;2018/08/23 10:40;1;17,50;17,50;17,50;17,50;0,00
14282982;27075;122646;2018/08/23 10:40;1;18,08;17,50;17,50;18,08;0,59
14282982;36718;122646;2018/08/23 10:40;2;13,29;13,29;26,58;26,58;0,00
14282982;36892;122646;2018/08/23 10:40;1;0,00;0,00;0,00;0,00;0,00
14282982;41285;122646;2018/08/23 10:40;1;47,50;47,50;47,50;47,50;0,00
14282982;41285;122646;2018/08/23 10:40;1;54,15;47,50;47,50;54,15;6,65
14282982;72479;122646;2018/08/23 10:40;3;33,38;33,38;100,15;100,15;0,00
14282982;72796;122646;2018/08/23 10:40;1;59,43;52,16;52,16;59,43;7,27
14282982;73338;122646;2018/08/23 10:40;2;19,59;19,59;39,18;39,18;0,00
14282982;73358;122646;2018/08/23 10:40;2;12,59;12,59;25,18;25,18;0,00
14288837;14175;433233;2018/08/23 14:15;2;105,28;105,28;210,55;210,55;0,00
14288837;15432;433233;2018/08/23 14:15;4;11,85;11,85;47,39;47,39;0,00
14288837;15434;433233;2018/08/23 14:15;4;11,72;11,72;46,89;46,89;0,00
14288837;15436;433233;2018/08/23 14:15;6;11,68;11,68;70,10;70,10;0,00
14288837;15437;433233;2018/08/23 14:15;4;11,88;11,88;47,51;47,51;0,00
14288837;15440;433233;2018/08/23 14:15;3;11,96;11,96;35,87;35,87;0,00
14288837;16331;433233;2018/08/23 14:15;2;11,89;11,66;23,32;23,78;0,46
14288837;16488;433233;2018/08/23 14:15;2;11,89;11,34;22,68;23,78;1,10
14288837;16489;433233;2018/08/23 14:15;2;11,89;11,32;22,65;23,78;1,13
14288837;16490;433233;2018/08/23 14:15;2;11,89;11,42;22,85;23,78;0,93
14288837;16557;433233;2018/08/23 14:15;2;11,89;11,10;22,19;23,78;1,59
14288837;16558;433233;2018/08/23 14:15;2;11,89;11,42;22,85;23,78;0,93
14288837;18159;433233;2018/08/23 14:15;2;35,58;35,58;71,16;71,16;0,00
14288837;19123;433233;2018/08/23 14:15;3;0,00;0,00;0,00;0,00;0,00
14288837;20730;433233;2018/08/23 14:15;2;18,51;18,51;37,01;37,01;0,00
14288837;20753;433233;2018/08/23 14:15;2;63,00;63,00;126,01;126,01;0,00
14288837;22376;433233;2018/08/23 14:15;3;15,39;15,39;46,17;46,17;0,00
14288837;22404;433233;2018/08/23 14:15;2;15,39;13,59;27,18;30,78;3,60
14288837;22495;433233;2018/08/23 14:15;2;16,34;16,34;32,67;32,67;0,00
14288837;22745;433233;2018/08/23 14:15;2;18,22;18,22;36,44;36,44;0,00
14288837;23420;433233;2018/08/23 14:15;2;27,99;27,99;55,98;55,98;0,00
14288837;24043;433233;2018/08/23 14:15;2;15,43;15,43;30,87;30,87;0,00
14288837;24555;433233;2018/08/23 14:15;2;65,41;65,41;130,82;130,82;0,00
14288837;24896;433233;2018/08/23 14:15;2;13,29;13,29;26,58;26,58;0,00
14288837;25766;433233;2018/08/23 14:15;3;20,40;20,40;61,19;61,19;0,00
14288837;25884;433233;2018/08/23 14:15;6;17,32;17,32;103,90;103,90;0,00
14288837;25910;433233;2018/08/23 14:15;4;11,75;11,75;47,02;47,02;0,00
14288837;25911;433233;2018/08/23 14:15;3;12,17;12,17;36,50;36,50;0,00
14288837;25912;433233;2018/08/23 14:15;4;11,33;11,33;45,31;45,31;0,00
14288837;26657;433233;2018/08/23 14:15;4;75,14;75,14;300,56;300,56;0,00
14288837;26767;433233;2018/08/23 14:15;2;30,20;30,20;60,39;60,39;0,00
14288837;27075;433233;2018/08/23 14:15;3;17,50;17,50;52,48;52,48;0,00
14288837;27075;433233;2018/08/23 14:15;3;18,08;17,50;52,48;54,24;1,76
14288837;27287;433233;2018/08/23 14:15;2;25,89;20,87;41,74;51,78;10,04
14288837;27530;433233;2018/08/23 14:15;2;21,20;21,20;42,39;42,39;0,00
14288837;28678;433233;2018/08/23 14:15;1;21,00;21,00;21,00;21,00;0,00
14288837;28678;433233;2018/08/23 14:15;1;21,00;21,00;21,00;21,00;0,00
14288837;29211;433233;2018/08/23 14:15;2;13,99;13,48;26,97;27,98;1,01
14288837;29212;433233;2018/08/23 14:15;2;13,99;13,38;26,76;27,98;1,23
14288837;29292;433233;2018/08/23 14:15;4;59,62;59,62;238,47;238,47;0,00
14288837;29509;433233;2018/08/23 14:15;2;36,42;36,42;72,83;72,83;0,00
14288837;29672;433233;2018/08/23 14:15;2;67,65;67,65;135,30;135,30;0,00
14288837;29834;433233;2018/08/23 14:15;2;29,50;29,50;58,99;58,99;0,00
14288837;29837;433233;2018/08/23 14:15;1;47,50;47,50;47,50;47,50;0,00
14288837;29837;433233;2018/08/23 14:15;1;54,15;47,50;47,50;54,15;6,65
14288837;36718;433233;2018/08/23 14:15;2;13,29;13,29;26,58;26,58;0,00
14288837;36892;433233;2018/08/23 14:15;4;0,00;0,00;0,00;0,00;0,00
14288837;41285;433233;2018/08/23 14:15;1;47,50;47,50;47,50;47,50;0,00
14288837;41285;433233;2018/08/23 14:15;1;54,15;47,50;47,50;54,15;6,65
14288837;70144;433233;2018/08/23 14:15;1;47,50;47,50;47,50;47,50;0,00
14288837;70144;433233;2018/08/23 14:15;1;54,15;47,50;47,50;54,15;6,65
14288837;70263;433233;2018/08/23 14:15;1;21,69;21,69;21,69;21,69;0,00
14288837;70468;433233;2018/08/23 14:15;6;10,91;10,91;65,48;65,48;0,00
14288837;70699;433233;2018/08/23 14:15;2;34,99;30,81;61,61;69,98;8,37
14288837;70929;433233;2018/08/23 14:15;2;43,90;43,90;87,80;87,80;0,00
14288837;70979;433233;2018/08/23 14:15;2;13,29;13,29;26,58;26,58;0,00
14288837;70982;433233;2018/08/23 14:15;2;13,29;13,29;26,58;26,58;0,00
14288837;72264;433233;2018/08/23 14:15;2;11,89;11,34;22,68;23,78;1,10
14288837;72265;433233;2018/08/23 14:15;2;11,89;11,31;22,63;23,78;1,15
14288837;72468;433233;2018/08/23 14:15;2;18,09;18,09;36,17;36,17;0,00
14288837;72479;433233;2018/08/23 14:15;2;33,38;33,38;66,77;66,77;0,00
14288837;72830;433233;2018/08/23 14:15;3;27,99;27,99;83,97;83,97;0,00
14288837;72831;433233;2018/08/23 14:15;5;10,49;10,49;52,45;52,45;0,00
14288837;72833;433233;2018/08/23 14:15;4;19,13;19,13;76,51;76,51;0,00
14288837;72834;433233;2018/08/23 14:15;4;19,19;19,19;76,76;76,76;0,00
14288837;72835;433233;2018/08/23 14:15;3;45,49;45,49;136,47;136,47;0,00
14288837;73338;433233;2018/08/23 14:15;4;19,59;19,59;78,36;78,36;0,00
14288837;73354;433233;2018/08/23 14:15;6;12,59;12,59;75,54;75,54;0,00
14288837;73357;433233;2018/08/23 14:15;4;12,59;12,59;50,36;50,36;0,00
14288837;73358;433233;2018/08/23 14:15;4;12,59;12,59;50,36;50,36;0,00
14288837;73386;433233;2018/08/23 14:15;1;15,81;15,81;15,81;15,81;0,00
14288837;73396;433233;2018/08/23 14:15;4;20,99;20,99;83,96;83,96;0,00
14288837;74218;433233;2018/08/23 14:15;2;11,89;8,93;17,87;23,78;5,91
14289768;26695;613678;2018/08/23 14:46;1;69,93;69,93;69,93;69,93;0,00
14289768;71230;613678;2018/08/23 14:46;1;27,99;19,79;19,79;27,99;8,20
14289768;71964;613678;2018/08/23 14:46;1;25,19;24,59;24,59;25,19;0,60
14291918;18938;456730;2018/08/23 15:56;1;22,39;18,50;18,50;22,39;3,89
14291918;24043;456730;2018/08/23 15:56;1;15,43;15,43;15,43;15,43;0,00
14291918;27075;456730;2018/08/23 15:56;1;17,50;17,50;17,50;17,50;0,00
14291918;27075;456730;2018/08/23 15:56;1;18,08;17,50;17,50;18,08;0,59
14291918;29211;456730;2018/08/23 15:56;1;13,99;13,48;13,48;13,99;0,51
14291918;36892;456730;2018/08/23 15:56;1;0,00;0,00;0,00;0,00;0,00
14291918;72834;456730;2018/08/23 15:56;1;20,99;19,19;19,19;20,99;1,80
14291918;73338;456730;2018/08/23 15:56;1;19,59;19,59;19,59;19,59;0,00
14292061;22495;223574;2018/08/23 16:01;1;16,34;16,34;16,34;16,34;0,00
14292061;25884;223574;2018/08/23 16:01;1;17,32;17,32;17,32;17,32;0,00
14292061;26132;223574;2018/08/23 16:01;1;41,99;41,99;41,99;41,99;0,00
14292061;27287;223574;2018/08/23 16:01;1;25,89;20,87;20,87;25,89;5,02
14292061;71961;223574;2018/08/23 16:01;1;25,19;23,79;23,79;25,19;1,40
14292061;91072;223574;2018/08/23 16:01;1;111,93;88,35;88,35;111,93;23,58
14292061;91366;223574;2018/08/23 16:01;1;15,39;12,59;12,59;15,39;2,80
14292461;19123;505312;2018/08/23 16:13;2;0,00;0,00;0,00;0,00;0,00
14292461;29689;505312;2018/08/23 16:13;1;48,99;39,47;39,47;48,99;9,52
14292461;36718;505312;2018/08/23 16:13;2;13,29;13,29;26,58;26,58;0,00
14292461;36892;505312;2018/08/23 16:13;3;0,00;0,00;0,00;0,00;0,00
14292461;72831;505312;2018/08/23 16:13;3;10,49;10,49;31,47;31,47;0,00
14292461;72833;505312;2018/08/23 16:13;3;19,13;19,13;57,38;57,38;0,00
14292461;72834;505312;2018/08/23 16:13;3;19,19;19,19;57,57;57,57;0,00
14292461;72835;505312;2018/08/23 16:13;1;45,49;45,49;45,49;45,49;0,00
14292461;73354;505312;2018/08/23 16:13;2;12,59;12,59;25,18;25,18;0,00
14292461;73357;505312;2018/08/23 16:13;2;12,59;12,59;25,18;25,18;0,00
14292461;73358;505312;2018/08/23 16:13;2;12,59;12,59;25,18;25,18;0,00
14292461;73396;505312;2018/08/23 16:13;1;20,99;20,99;20,99;20,99;0,00
14292844;15429;613937;2018/08/23 16:24;1;16,09;16,09;16,09;16,09;0,00
14292844;20528;613937;2018/08/23 16:24;1;11,29;11,29;11,29;11,29;0,00
14292844;29792;613937;2018/08/23 16:24;1;27,99;20,85;20,85;27,99;7,14
14292844;70698;613937;2018/08/23 16:24;1;18,19;17,52;17,52;18,19;0,67
14292844;70699;613937;2018/08/23 16:24;1;34,99;30,81;30,81;34,99;4,18
14292844;70700;613937;2018/08/23 16:24;1;22,48;22,48;22,48;22,48;0,00
14292844;71441;613937;2018/08/23 16:24;2;15,39;13,32;26,64;30,78;4,14
14292844;72210;613937;2018/08/23 16:24;1;16,79;16,11;16,11;16,79;0,68
14292844;72833;613937;2018/08/23 16:24;1;20,99;19,13;19,13;20,99;1,86
14292844;73357;613937;2018/08/23 16:24;1;12,59;12,59;12,59;12,59;0,00
14293159;15436;413333;2018/08/23 16:34;1;11,68;11,68;11,68;11,68;0,00
14293159;15440;413333;2018/08/23 16:34;1;11,96;11,96;11,96;11,96;0,00
14293159;19123;413333;2018/08/23 16:34;1;0,00;0,00;0,00;0,00;0,00
14293159;25911;413333;2018/08/23 16:34;1;12,17;12,17;12,17;12,17;0,00
14293159;36892;413333;2018/08/23 16:34;2;0,00;0,00;0,00;0,00;0,00
14293159;70468;413333;2018/08/23 16:34;2;10,91;10,91;21,83;21,83;0,00
14293159;70711;413333;2018/08/23 16:34;1;31,37;31,37;31,37;31,37;0,00
14293159;72319;413333;2018/08/23 16:34;1;44,29;44,29;44,29;44,29;0,00
14293159;72831;413333;2018/08/23 16:34;3;10,49;10,49;31,47;31,47;0,00
14293159;91366;413333;2018/08/23 16:34;1;15,39;12,59;12,59;15,39;2,80
14293159;91421;413333;2018/08/23 16:34;1;15,39;12,56;12,56;15,39;2,83
14293310;15434;499144;2018/08/23 16:39;3;11,72;11,72;35,16;35,16;0,00
14293310;19123;499144;2018/08/23 16:39;1;0,00;0,00;0,00;0,00;0,00
14293310;24968;499144;2018/08/23 16:39;1;62,93;59,31;59,31;62,93;3,62
14293310;27075;499144;2018/08/23 16:39;1;17,50;17,50;17,50;17,50;0,00
14293310;27075;499144;2018/08/23 16:39;1;18,08;17,50;17,50;18,08;0,59
14293310;29692;499144;2018/08/23 16:39;1;48,99;39,49;39,49;48,99;9,50
14293310;29837;499144;2018/08/23 16:39;1;47,50;47,50;47,50;47,50;0,00
14293310;29837;499144;2018/08/23 16:39;1;54,15;47,50;47,50;54,15;6,65
14293310;36892;499144;2018/08/23 16:39;2;0,00;0,00;0,00;0,00;0,00
14293310;72318;499144;2018/08/23 16:39;1;20,29;17,71;17,71;20,29;2,58
14293310;73338;499144;2018/08/23 16:39;1;19,59;19,59;19,59;19,59;0,00
14293521;15432;614044;2018/08/23 16:46;1;11,85;11,85;11,85;11,85;0,00
14293521;15443;614044;2018/08/23 16:46;1;11,83;11,83;11,83;11,83;0,00
14293521;19123;614044;2018/08/23 16:46;2;0,00;0,00;0,00;0,00;0,00
14293521;25766;614044;2018/08/23 16:46;1;20,40;20,40;20,40;20,40;0,00
14293521;25911;614044;2018/08/23 16:46;2;12,17;12,17;24,33;24,33;0,00
14293521;26794;614044;2018/08/23 16:46;5;1,77;1,77;8,86;8,86;0,00
14293521;26884;614044;2018/08/23 16:46;2;18,19;17,52;35,04;36,38;1,34
14293521;26885;614044;2018/08/23 16:46;2;19,59;18,91;37,82;39,18;1,36
14293521;27534;614044;2018/08/23 16:46;2;24,41;24,41;48,82;48,82;0,00
14293521;29509;614044;2018/08/23 16:46;2;36,42;36,42;72,83;72,83;0,00
14293521;36892;614044;2018/08/23 16:46;3;0,00;0,00;0,00;0,00;0,00
14293521;42606;614044;2018/08/23 16:46;1;13,17;13,17;13,17;13,17;0,00
